date,adjpoll_clinton,adjpoll_trump,Music_LeftTroll,Music_RightTroll,Movies_LeftTroll,Movies_RightTroll,Sport_LeftTroll,Sport_RightTroll,Trump_LeftTroll,Trump_RightTroll,Hillary_LeftTroll,Hillary_RightTroll,Hacking_LeftTroll,Hacking_RightTroll,Sanders_LeftTroll,Sanders_RightTroll,Obama_LeftTroll,Obama_RightTroll,Election_LeftTroll,Election_RightTroll,Voter_LeftTroll,Voter_RightTroll,Healthcare_LeftTroll,Healthcare_RightTroll,Gouvernment_LeftTroll,Gouvernment_RightTroll,Religion_LeftTroll,Religion_RightTroll,Conservative_LeftTroll,Conservative_RightTroll,Liberal_LeftTroll,Liberal_RightTroll,Gun_LeftTroll,Gun_RightTroll,Terrorism_LeftTroll,Terrorism_RightTroll,Fear_LeftTroll,Fear_RightTroll,BlackLivesMatter_LeftTroll,BlackLivesMatter_RightTroll,MeToo_LeftTroll,MeToo_RightTroll,FakeNews_LeftTroll,FakeNews_RightTroll,News_LeftTroll,News_RightTroll,Scandal_LeftTroll,Scandal_RightTroll,Economy_LeftTroll,Economy_RightTroll
2016-01-23,42.2999088095238,38.679874682539705,1.0,0.0,3.0,0.0,0.0,0.0,5.0,6.0,2.0,10.0,0.0,1.0,5.0,9.0,0.0,6.0,4.0,8.0,2.0,5.0,1.0,1.0,6.0,2.0,5.0,13.0,3.0,23.0,2.0,8.0,0.0,24.0,11.0,8.0,2.0,1.0,39.0,5.0,4.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0
2016-01-24,42.77825166666666,38.162029444444464,0.0,0.0,1.0,0.0,1.0,0.0,6.0,28.0,2.0,15.0,0.0,0.0,2.0,8.0,0.0,11.0,4.0,6.0,5.0,2.0,2.0,3.0,6.0,7.0,0.0,18.0,0.0,16.0,2.0,7.0,2.0,7.0,6.0,11.0,1.0,1.0,26.0,7.0,1.0,9.0,0.0,5.0,0.0,6.0,2.0,2.0,0.0,9.0
2016-01-25,43.41372023809523,37.529720396825425,0.0,26.0,0.0,4.0,0.0,0.0,4.0,87.0,0.0,34.0,1.0,5.0,2.0,10.0,1.0,16.0,7.0,55.0,0.0,27.0,0.0,6.0,1.0,12.0,3.0,23.0,0.0,90.0,6.0,42.0,1.0,12.0,3.0,9.0,1.0,11.0,26.0,16.0,2.0,36.0,1.0,16.0,4.0,27.0,0.0,2.0,0.0,4.0
2016-01-26,43.74460047619048,36.41691444444447,1.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,12.0,0.0,4.0,0.0,2.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,2.0,6.0,6.0,1.0,15.0,4.0,7.0,0.0,4.0,9.0,69.0,4.0,0.0,73.0,5.0,4.0,3.0,2.0,1.0,0.0,44.0,0.0,0.0,1.0,1.0
2016-01-27,43.93691666666666,36.2987858730159,1.0,0.0,1.0,0.0,2.0,0.0,9.0,13.0,1.0,11.0,0.0,2.0,1.0,3.0,0.0,11.0,4.0,11.0,0.0,4.0,0.0,0.0,2.0,3.0,5.0,17.0,0.0,29.0,4.0,10.0,1.0,4.0,16.0,5.0,1.0,1.0,36.0,7.0,3.0,5.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0
2016-01-28,43.7225657142857,35.48484142857145,0.0,62.0,0.0,0.0,0.0,1.0,5.0,67.0,1.0,15.0,2.0,1.0,3.0,15.0,0.0,26.0,5.0,44.0,1.0,10.0,1.0,5.0,8.0,8.0,3.0,40.0,1.0,78.0,4.0,29.0,1.0,25.0,6.0,18.0,0.0,1.0,38.0,5.0,2.0,7.0,4.0,3.0,6.0,9.0,1.0,0.0,3.0,4.0
2016-01-29,43.94330571428571,35.409083809523835,6.0,20.0,11.0,32.0,3.0,17.0,79.0,383.0,9.0,72.0,1.0,9.0,19.0,87.0,8.0,35.0,314.0,1486.0,10.0,106.0,2.0,32.0,12.0,47.0,8.0,15.0,26.0,62.0,307.0,1432.0,10.0,5.0,15.0,48.0,3.0,10.0,61.0,35.0,6.0,12.0,7.0,22.0,44.0,188.0,5.0,14.0,3.0,21.0
2016-01-30,43.7207038095238,35.69025571428573,0.0,0.0,2.0,1.0,1.0,1.0,0.0,8.0,0.0,13.0,1.0,5.0,0.0,4.0,0.0,6.0,0.0,5.0,0.0,2.0,1.0,1.0,0.0,1.0,6.0,11.0,0.0,8.0,0.0,3.0,0.0,6.0,5.0,3.0,0.0,2.0,17.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-01-31,43.355364285714266,36.11409857142859,0.0,1.0,2.0,0.0,1.0,0.0,0.0,14.0,1.0,12.0,0.0,4.0,10.0,13.0,0.0,5.0,13.0,11.0,9.0,4.0,0.0,4.0,2.0,3.0,0.0,36.0,0.0,33.0,3.0,15.0,0.0,9.0,3.0,7.0,0.0,1.0,29.0,1.0,0.0,7.0,0.0,3.0,0.0,8.0,1.0,1.0,0.0,1.0
2016-02-01,43.13369190476188,36.17977619047621,0.0,1.0,0.0,0.0,1.0,0.0,2.0,28.0,3.0,16.0,0.0,3.0,6.0,12.0,0.0,7.0,5.0,11.0,3.0,5.0,0.0,1.0,1.0,4.0,5.0,10.0,2.0,37.0,2.0,12.0,1.0,18.0,1.0,6.0,0.0,0.0,15.0,7.0,1.0,4.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0
2016-02-02,43.12917999999998,36.7948150793651,3.0,1.0,1.0,1.0,9.0,1.0,5.0,21.0,6.0,21.0,1.0,0.0,16.0,10.0,3.0,3.0,7.0,22.0,1.0,7.0,1.0,4.0,2.0,3.0,4.0,10.0,0.0,25.0,4.0,10.0,1.0,18.0,8.0,4.0,1.0,1.0,335.0,5.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,2.0,2.0,1.0
2016-02-03,43.117386428571415,37.419376984127005,27.0,4.0,0.0,9.0,1.0,1.0,0.0,78.0,0.0,60.0,1.0,22.0,12.0,27.0,9.0,39.0,1.0,65.0,11.0,22.0,1.0,13.0,10.0,23.0,17.0,30.0,11.0,158.0,0.0,45.0,0.0,19.0,16.0,17.0,1.0,13.0,93.0,15.0,11.0,11.0,1.0,14.0,1.0,42.0,0.0,2.0,13.0,12.0
2016-02-04,43.03925119047618,37.46900698412701,14.0,5.0,0.0,4.0,0.0,1.0,2.0,74.0,1.0,32.0,0.0,9.0,7.0,13.0,5.0,43.0,30.0,75.0,25.0,17.0,0.0,4.0,6.0,31.0,3.0,59.0,1.0,162.0,1.0,34.0,4.0,40.0,84.0,34.0,0.0,19.0,109.0,18.0,5.0,11.0,4.0,12.0,14.0,28.0,0.0,5.0,5.0,5.0
2016-02-05,43.161594999999984,37.26139650793654,19.0,30.0,8.0,30.0,9.0,12.0,26.0,149.0,16.0,103.0,3.0,2.0,25.0,32.0,3.0,100.0,42.0,156.0,4.0,32.0,19.0,13.0,12.0,31.0,21.0,88.0,9.0,267.0,33.0,109.0,10.0,102.0,31.0,35.0,11.0,26.0,352.0,25.0,15.0,38.0,7.0,17.0,9.0,84.0,11.0,11.0,3.0,27.0
2016-02-06,43.227078809523796,37.153876031746066,1.0,20.0,3.0,6.0,0.0,3.0,4.0,135.0,1.0,98.0,0.0,17.0,2.0,37.0,0.0,64.0,1.0,125.0,0.0,25.0,0.0,9.0,0.0,29.0,2.0,106.0,0.0,362.0,0.0,87.0,6.0,73.0,11.0,54.0,1.0,36.0,34.0,28.0,3.0,28.0,0.0,14.0,2.0,39.0,0.0,16.0,0.0,15.0
2016-02-07,43.37799261904761,36.86088698412703,9.0,8.0,3.0,20.0,2.0,5.0,34.0,177.0,2.0,43.0,0.0,6.0,4.0,43.0,1.0,36.0,97.0,603.0,3.0,20.0,4.0,14.0,6.0,28.0,2.0,23.0,7.0,43.0,16.0,132.0,4.0,8.0,12.0,24.0,4.0,14.0,54.0,25.0,4.0,14.0,9.0,9.0,98.0,569.0,2.0,7.0,1.0,10.0
2016-02-08,43.214021190476174,37.01128793650798,8.0,7.0,4.0,6.0,1.0,3.0,18.0,77.0,3.0,44.0,0.0,6.0,3.0,7.0,4.0,30.0,8.0,61.0,4.0,13.0,2.0,5.0,4.0,24.0,7.0,47.0,7.0,196.0,3.0,34.0,2.0,47.0,19.0,16.0,2.0,23.0,188.0,11.0,3.0,14.0,2.0,17.0,2.0,32.0,0.0,4.0,2.0,7.0
2016-02-09,42.64730214285713,36.840810476190526,17.0,17.0,3.0,4.0,0.0,3.0,45.0,103.0,2.0,35.0,0.0,6.0,9.0,11.0,9.0,48.0,14.0,106.0,2.0,42.0,7.0,3.0,8.0,28.0,10.0,42.0,12.0,216.0,9.0,63.0,8.0,47.0,23.0,13.0,7.0,25.0,355.0,19.0,15.0,10.0,7.0,15.0,12.0,24.0,12.0,4.0,9.0,10.0
2016-02-10,42.359439999999985,37.03026952380957,38.0,11.0,13.0,3.0,5.0,0.0,44.0,117.0,3.0,47.0,1.0,14.0,14.0,34.0,6.0,34.0,24.0,109.0,1.0,16.0,20.0,4.0,11.0,22.0,18.0,67.0,11.0,248.0,23.0,65.0,7.0,57.0,42.0,15.0,7.0,25.0,409.0,25.0,20.0,5.0,14.0,22.0,15.0,20.0,4.0,7.0,6.0,4.0
2016-02-11,42.32484238095236,37.834671428571475,9.0,17.0,17.0,1.0,3.0,1.0,18.0,52.0,3.0,31.0,4.0,5.0,3.0,11.0,13.0,28.0,15.0,34.0,5.0,7.0,6.0,3.0,2.0,17.0,11.0,45.0,16.0,128.0,9.0,25.0,8.0,40.0,51.0,11.0,7.0,12.0,314.0,10.0,10.0,8.0,7.0,2.0,13.0,5.0,1.0,4.0,2.0,4.0
2016-02-12,42.00192714285713,38.486482857142896,7.0,1.0,6.0,0.0,5.0,0.0,10.0,8.0,3.0,7.0,1.0,1.0,5.0,7.0,3.0,2.0,8.0,13.0,1.0,5.0,1.0,1.0,3.0,2.0,4.0,9.0,7.0,16.0,3.0,7.0,4.0,2.0,18.0,5.0,4.0,1.0,177.0,5.0,8.0,1.0,5.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0
2016-02-13,42.092819999999975,38.62365047619051,19.0,8.0,7.0,5.0,2.0,0.0,23.0,73.0,4.0,44.0,7.0,6.0,10.0,24.0,8.0,27.0,12.0,58.0,4.0,17.0,11.0,5.0,10.0,41.0,8.0,52.0,7.0,138.0,9.0,36.0,7.0,44.0,26.0,9.0,11.0,19.0,362.0,23.0,33.0,8.0,12.0,9.0,13.0,16.0,1.0,1.0,4.0,6.0
2016-02-14,42.65741071428569,39.14045452380956,34.0,7.0,11.0,11.0,17.0,2.0,35.0,70.0,4.0,20.0,0.0,7.0,1.0,8.0,5.0,19.0,65.0,173.0,8.0,23.0,10.0,15.0,5.0,20.0,9.0,20.0,13.0,122.0,50.0,170.0,0.0,23.0,17.0,9.0,5.0,20.0,256.0,11.0,8.0,13.0,6.0,5.0,15.0,47.0,13.0,9.0,5.0,13.0
2016-02-15,43.03058738095236,39.86814261904765,0.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,15.0,1.0,3.0,1.0,13.0,5.0,2.0,1.0,0.0,45.0,4.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0
2016-02-16,42.92070404761903,39.675813095238134,8.0,2.0,1.0,0.0,0.0,1.0,4.0,104.0,6.0,14.0,0.0,1.0,4.0,7.0,0.0,7.0,24.0,69.0,7.0,42.0,0.0,2.0,10.0,0.0,6.0,14.0,1.0,31.0,8.0,47.0,1.0,12.0,21.0,6.0,1.0,10.0,59.0,7.0,5.0,4.0,1.0,7.0,4.0,9.0,0.0,0.0,0.0,1.0
2016-02-17,42.482104523809504,39.17101833333338,7.0,6.0,7.0,4.0,4.0,0.0,20.0,76.0,5.0,20.0,0.0,3.0,3.0,12.0,2.0,7.0,7.0,17.0,2.0,7.0,0.0,1.0,7.0,10.0,12.0,18.0,4.0,30.0,4.0,10.0,5.0,7.0,19.0,18.0,5.0,7.0,190.0,24.0,13.0,4.0,7.0,14.0,11.0,11.0,4.0,0.0,7.0,6.0
2016-02-18,41.94210452380951,38.6689797619048,10.0,16.0,6.0,13.0,8.0,2.0,26.0,196.0,1.0,67.0,0.0,14.0,8.0,17.0,2.0,66.0,11.0,143.0,3.0,32.0,7.0,8.0,2.0,43.0,10.0,103.0,7.0,523.0,7.0,118.0,8.0,88.0,32.0,40.0,4.0,28.0,422.0,44.0,16.0,14.0,11.0,39.0,9.0,56.0,7.0,13.0,3.0,20.0
2016-02-19,41.64704023809524,38.31938833333337,5.0,10.0,7.0,7.0,1.0,2.0,10.0,56.0,1.0,21.0,0.0,2.0,3.0,15.0,1.0,73.0,2.0,96.0,2.0,33.0,3.0,15.0,0.0,36.0,5.0,43.0,3.0,194.0,2.0,51.0,2.0,82.0,14.0,27.0,3.0,14.0,196.0,17.0,7.0,13.0,2.0,4.0,2.0,20.0,1.0,5.0,2.0,15.0
2016-02-20,41.40931499999999,38.39855642857146,10.0,5.0,2.0,4.0,0.0,2.0,9.0,62.0,5.0,32.0,0.0,6.0,4.0,13.0,1.0,55.0,5.0,87.0,1.0,28.0,4.0,10.0,1.0,24.0,8.0,39.0,2.0,151.0,2.0,44.0,5.0,74.0,14.0,24.0,7.0,9.0,191.0,17.0,6.0,4.0,5.0,8.0,4.0,13.0,3.0,2.0,3.0,9.0
2016-02-21,40.91212952380952,38.06920714285718,2.0,7.0,6.0,11.0,5.0,1.0,10.0,31.0,6.0,10.0,0.0,0.0,7.0,6.0,5.0,0.0,18.0,32.0,0.0,15.0,13.0,5.0,2.0,5.0,9.0,32.0,8.0,20.0,16.0,7.0,11.0,9.0,34.0,29.0,5.0,11.0,251.0,29.0,6.0,1.0,8.0,3.0,11.0,15.0,3.0,0.0,6.0,0.0
2016-02-22,40.72006428571428,37.45753952380956,7.0,7.0,10.0,6.0,4.0,1.0,8.0,121.0,22.0,16.0,0.0,1.0,20.0,14.0,10.0,13.0,21.0,59.0,4.0,18.0,2.0,13.0,4.0,18.0,7.0,20.0,7.0,57.0,16.0,27.0,3.0,28.0,28.0,14.0,16.0,8.0,415.0,20.0,27.0,6.0,7.0,9.0,19.0,9.0,5.0,1.0,5.0,12.0
2016-02-23,40.98177571428571,37.694145714285746,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,3.0,12.0,2.0,4.0,2.0,5.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,0.0,4.0,0.0,3.0,2.0,1.0,13.0,4.0,0.0,1.0,56.0,9.0,3.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0
2016-02-24,41.886326190476176,38.306213095238135,0.0,3.0,0.0,0.0,0.0,0.0,2.0,43.0,4.0,13.0,0.0,1.0,2.0,5.0,1.0,19.0,4.0,34.0,2.0,18.0,0.0,1.0,1.0,7.0,4.0,14.0,0.0,19.0,1.0,21.0,1.0,11.0,6.0,12.0,0.0,11.0,35.0,8.0,1.0,11.0,0.0,7.0,0.0,15.0,0.0,1.0,0.0,1.0
2016-02-25,42.30474904761904,38.34159547619051,14.0,5.0,11.0,11.0,6.0,8.0,15.0,137.0,27.0,49.0,5.0,13.0,15.0,11.0,16.0,62.0,26.0,126.0,11.0,45.0,1.0,8.0,6.0,33.0,7.0,50.0,9.0,206.0,11.0,54.0,2.0,91.0,14.0,26.0,20.0,15.0,420.0,26.0,18.0,8.0,2.0,10.0,18.0,30.0,9.0,7.0,1.0,14.0
2016-02-26,42.612106428571416,39.29230047619052,21.0,25.0,13.0,6.0,4.0,5.0,47.0,195.0,33.0,56.0,0.0,10.0,25.0,15.0,15.0,74.0,74.0,171.0,9.0,40.0,8.0,15.0,26.0,59.0,26.0,64.0,4.0,166.0,30.0,114.0,5.0,95.0,76.0,38.0,41.0,8.0,1156.0,74.0,42.0,15.0,4.0,22.0,32.0,63.0,8.0,5.0,26.0,5.0
2016-02-27,42.8307326190476,39.112402857142904,0.0,0.0,4.0,0.0,1.0,0.0,3.0,14.0,2.0,7.0,3.0,1.0,4.0,12.0,2.0,1.0,6.0,8.0,3.0,3.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,8.0,2.0,3.0,11.0,1.0,0.0,2.0,60.0,9.0,3.0,2.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0
2016-02-28,43.06412404761904,38.917046190476235,1.0,0.0,1.0,1.0,1.0,0.0,3.0,16.0,1.0,14.0,1.0,0.0,2.0,7.0,1.0,3.0,2.0,12.0,1.0,3.0,1.0,0.0,0.0,18.0,3.0,12.0,0.0,45.0,1.0,9.0,0.0,3.0,4.0,5.0,0.0,1.0,32.0,14.0,2.0,5.0,0.0,4.0,1.0,2.0,0.0,21.0,0.0,18.0
2016-02-29,42.920272380952376,38.545093571428616,3.0,0.0,59.0,184.0,1.0,24.0,46.0,3.0,5.0,14.0,4.0,0.0,11.0,2.0,0.0,2.0,47.0,16.0,29.0,16.0,10.0,6.0,2.0,2.0,6.0,7.0,21.0,5.0,18.0,17.0,4.0,1.0,20.0,12.0,10.0,4.0,322.0,361.0,2.0,11.0,12.0,3.0,30.0,3.0,1.0,0.0,4.0,35.0
2016-03-01,43.11278095238095,37.889763095238145,10.0,5.0,2.0,3.0,0.0,0.0,11.0,94.0,7.0,17.0,0.0,0.0,5.0,10.0,0.0,13.0,22.0,39.0,22.0,15.0,0.0,3.0,2.0,5.0,6.0,11.0,1.0,26.0,0.0,24.0,2.0,8.0,17.0,15.0,16.0,6.0,61.0,5.0,2.0,5.0,1.0,23.0,1.0,14.0,0.0,7.0,6.0,5.0
2016-03-02,42.8337680952381,36.58594380952386,0.0,3.0,0.0,0.0,0.0,7.0,1.0,50.0,0.0,19.0,0.0,5.0,2.0,6.0,0.0,1.0,1.0,43.0,0.0,17.0,1.0,1.0,1.0,6.0,4.0,6.0,0.0,26.0,0.0,24.0,0.0,10.0,10.0,11.0,0.0,4.0,40.0,3.0,3.0,11.0,3.0,8.0,0.0,12.0,0.0,1.0,0.0,4.0
2016-03-03,43.4034773015873,36.702801269841316,3.0,1.0,1.0,0.0,0.0,0.0,5.0,14.0,3.0,10.0,2.0,2.0,3.0,5.0,0.0,0.0,7.0,9.0,4.0,6.0,1.0,2.0,2.0,0.0,9.0,7.0,1.0,20.0,3.0,5.0,2.0,14.0,12.0,2.0,0.0,2.0,28.0,7.0,2.0,4.0,2.0,4.0,1.0,5.0,1.0,1.0,0.0,1.0
2016-03-04,43.620127539682535,35.980063650793696,11.0,1.0,6.0,1.0,0.0,0.0,24.0,49.0,7.0,21.0,1.0,0.0,8.0,5.0,1.0,4.0,23.0,33.0,10.0,8.0,1.0,3.0,1.0,1.0,4.0,11.0,6.0,18.0,17.0,25.0,7.0,5.0,19.0,7.0,4.0,1.0,108.0,5.0,11.0,6.0,6.0,3.0,13.0,9.0,4.0,3.0,13.0,1.0
2016-03-05,43.774677063492064,35.43443936507942,32.0,19.0,10.0,3.0,24.0,1.0,29.0,144.0,6.0,12.0,1.0,0.0,0.0,6.0,2.0,9.0,20.0,112.0,9.0,61.0,0.0,4.0,4.0,3.0,2.0,14.0,2.0,39.0,6.0,47.0,0.0,4.0,26.0,15.0,4.0,6.0,110.0,17.0,30.0,11.0,3.0,5.0,10.0,25.0,9.0,3.0,0.0,4.0
2016-03-06,43.65807992063492,35.174440793650845,9.0,0.0,5.0,0.0,2.0,1.0,3.0,9.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,4.0,2.0,1.0,7.0,2.0,1.0,0.0,29.0,4.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
2016-03-07,43.64810873015873,35.40428579365085,2.0,4.0,0.0,0.0,0.0,0.0,3.0,37.0,1.0,14.0,1.0,2.0,3.0,5.0,0.0,3.0,5.0,20.0,3.0,7.0,4.0,1.0,4.0,3.0,3.0,19.0,1.0,4.0,1.0,9.0,1.0,6.0,5.0,12.0,1.0,2.0,42.0,7.0,3.0,7.0,1.0,6.0,0.0,6.0,1.0,0.0,1.0,1.0
2016-03-08,43.34587634920634,36.04480293650799,7.0,1.0,0.0,0.0,0.0,1.0,11.0,80.0,20.0,9.0,0.0,0.0,15.0,7.0,0.0,13.0,41.0,42.0,20.0,18.0,4.0,0.0,4.0,15.0,7.0,20.0,2.0,24.0,15.0,19.0,7.0,8.0,12.0,18.0,1.0,9.0,80.0,6.0,18.0,20.0,10.0,9.0,3.0,22.0,1.0,4.0,0.0,7.0
2016-03-09,42.73050444444444,36.8994205555556,13.0,5.0,6.0,0.0,1.0,5.0,4.0,94.0,6.0,24.0,0.0,0.0,1.0,6.0,1.0,9.0,15.0,57.0,1.0,26.0,3.0,2.0,2.0,2.0,3.0,15.0,1.0,14.0,5.0,31.0,1.0,3.0,20.0,11.0,10.0,4.0,70.0,11.0,10.0,6.0,8.0,13.0,10.0,25.0,3.0,3.0,0.0,2.0
2016-03-10,41.91083952380952,37.350942380952425,2.0,8.0,1.0,0.0,0.0,1.0,3.0,85.0,1.0,168.0,0.0,10.0,1.0,55.0,0.0,10.0,0.0,445.0,0.0,44.0,0.0,0.0,1.0,16.0,7.0,12.0,1.0,47.0,0.0,438.0,0.0,11.0,12.0,16.0,0.0,1.0,30.0,11.0,2.0,8.0,0.0,4.0,1.0,10.0,0.0,9.0,0.0,2.0
2016-03-11,41.85218023809524,37.770178333333384,8.0,1.0,6.0,1.0,6.0,2.0,13.0,17.0,1.0,13.0,0.0,2.0,5.0,7.0,3.0,11.0,6.0,13.0,4.0,6.0,0.0,2.0,3.0,2.0,8.0,14.0,1.0,27.0,2.0,9.0,7.0,12.0,24.0,8.0,6.0,1.0,219.0,5.0,7.0,2.0,6.0,1.0,3.0,5.0,4.0,2.0,2.0,4.0
2016-03-12,41.293285476190476,38.58150071428577,2.0,0.0,10.0,11.0,1.0,0.0,135.0,158.0,9.0,24.0,0.0,0.0,5.0,26.0,12.0,16.0,30.0,49.0,13.0,12.0,1.0,0.0,0.0,24.0,0.0,2.0,1.0,22.0,10.0,53.0,0.0,7.0,40.0,64.0,5.0,4.0,107.0,62.0,7.0,12.0,7.0,23.0,11.0,9.0,0.0,0.0,17.0,4.0
2016-03-13,41.19043904761905,39.44461761904767,3.0,0.0,4.0,0.0,0.0,0.0,50.0,25.0,4.0,4.0,0.0,0.0,2.0,8.0,2.0,9.0,16.0,14.0,6.0,10.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,8.0,9.0,13.0,0.0,4.0,25.0,10.0,5.0,1.0,114.0,6.0,6.0,1.0,3.0,2.0,11.0,4.0,1.0,2.0,5.0,0.0
2016-03-14,41.075657142857146,39.92597428571434,4.0,1.0,1.0,1.0,0.0,0.0,13.0,17.0,0.0,11.0,0.0,1.0,0.0,5.0,1.0,2.0,2.0,6.0,0.0,3.0,0.0,1.0,1.0,1.0,5.0,2.0,1.0,10.0,1.0,7.0,1.0,6.0,7.0,2.0,0.0,2.0,43.0,6.0,5.0,3.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0
2016-03-15,40.732800000000005,40.24975857142862,6.0,0.0,5.0,0.0,1.0,0.0,1.0,39.0,5.0,16.0,1.0,1.0,4.0,4.0,1.0,2.0,7.0,20.0,6.0,8.0,1.0,1.0,3.0,3.0,0.0,3.0,0.0,26.0,0.0,11.0,2.0,9.0,64.0,11.0,9.0,1.0,510.0,7.0,8.0,0.0,18.0,2.0,6.0,4.0,7.0,1.0,1.0,1.0
2016-03-16,41.164138095238094,40.63968222222228,6.0,0.0,13.0,2.0,17.0,0.0,35.0,42.0,16.0,20.0,6.0,1.0,11.0,17.0,4.0,6.0,20.0,49.0,1.0,12.0,0.0,1.0,3.0,5.0,1.0,2.0,17.0,25.0,13.0,23.0,6.0,10.0,28.0,10.0,4.0,12.0,573.0,8.0,27.0,1.0,33.0,4.0,35.0,11.0,4.0,4.0,4.0,1.0
2016-03-17,41.95774317460317,40.50850650793656,18.0,10.0,20.0,3.0,8.0,1.0,61.0,57.0,26.0,26.0,0.0,6.0,29.0,11.0,17.0,53.0,49.0,75.0,17.0,23.0,0.0,9.0,9.0,25.0,10.0,20.0,7.0,129.0,28.0,41.0,11.0,70.0,40.0,17.0,27.0,8.0,525.0,12.0,49.0,3.0,14.0,10.0,41.0,8.0,3.0,3.0,5.0,8.0
2016-03-18,41.78970626984126,40.65519507936513,2.0,0.0,3.0,0.0,0.0,0.0,5.0,34.0,2.0,12.0,0.0,0.0,1.0,1.0,2.0,7.0,6.0,19.0,4.0,5.0,0.0,2.0,2.0,3.0,2.0,6.0,0.0,19.0,1.0,12.0,0.0,11.0,17.0,13.0,2.0,6.0,51.0,47.0,4.0,7.0,1.0,2.0,5.0,6.0,1.0,1.0,1.0,0.0
